Path,Full path,WID,%-T,%-#,Count,Count/mL,Count/_L,file
P1\P2\mCherry,cm2016-01-06.002\P1\P2\mCherry,B1,0.09,0.1,5,125,0.13,cm2016-01-06.002
P1\P2\double-stained,cm2016-01-06.002\P1\P2\double-stained,B1,0,0,0,0,0,cm2016-01-06.002
P1\P2\GFP,cm2016-01-06.002\P1\P2\GFP,B1,0.02,0.02,1,25.1,0.03,cm2016-01-06.002
P1\P2\LL4,cm2016-01-06.002\P1\P2\LL4,B1,89.69,100,4984,1.25E+05,124.92,cm2016-01-06.002
P1\P2\UL4,cm2016-01-06.002\P1\P2\UL4,B1,0,0,0,0,0,cm2016-01-06.002
P1\P2\UR4,cm2016-01-06.002\P1\P2\UR4,B1,0,0,0,0,0,cm2016-01-06.002
P1\P2\LR4,cm2016-01-06.002\P1\P2\LR4,B1,0,0,0,0,0,cm2016-01-06.002
P1\P2\LL5,cm2016-01-06.002\P1\P2\LL5,B1,89,99.24,4946,1.24E+05,123.97,cm2016-01-06.002
P1\P2\UL5,cm2016-01-06.002\P1\P2\UL5,B1,0.5,0.56,28,702,0.7,cm2016-01-06.002
P1\P2\UR5,cm2016-01-06.002\P1\P2\UR5,B1,0.11,0.12,6,150,0.15,cm2016-01-06.002
P1\P2\LR5,cm2016-01-06.002\P1\P2\LR5,B1,0.07,0.08,4,100,0.1,cm2016-01-06.002
P1,cm2016-01-06.001\P1,A1,4.63,4.63,31,1.16E+04,11.62,cm2016-01-06.001
P1\P2,cm2016-01-06.001\P1\P2,A1,2.39,51.61,16,6.00E+03,6,cm2016-01-06.001
P1\P2\unstained,cm2016-01-06.001\P1\P2\unstained,A1,2.39,100,16,6.00E+03,6,cm2016-01-06.001
P1\P2\mCherry,cm2016-01-06.001\P1\P2\mCherry,A1,0,0,0,0,0,cm2016-01-06.001
P1\P2\double-stained,cm2016-01-06.001\P1\P2\double-stained,A1,0,0,0,0,0,cm2016-01-06.001
P1\P2\GFP,cm2016-01-06.001\P1\P2\GFP,A1,0,0,0,0,0,cm2016-01-06.001
P1\P2\LL4,cm2016-01-06.001\P1\P2\LL4,A1,2.39,100,16,6.00E+03,6,cm2016-01-06.001
P1\P2\UL4,cm2016-01-06.001\P1\P2\UL4,A1,0,0,0,0,0,cm2016-01-06.001
P1\P2\UR4,cm2016-01-06.001\P1\P2\UR4,A1,0,0,0,0,0,cm2016-01-06.001
P1\P2\LR4,cm2016-01-06.001\P1\P2\LR4,A1,0,0,0,0,0,cm2016-01-06.001
P1\P2\LL5,cm2016-01-06.001\P1\P2\LL5,A1,2.39,100,16,6.00E+03,6,cm2016-01-06.001
P1\P2\UL5,cm2016-01-06.001\P1\P2\UL5,A1,0,0,0,0,0,cm2016-01-06.001
P1\P2\UR5,cm2016-01-06.001\P1\P2\UR5,A1,0,0,0,0,0,cm2016-01-06.001
P1\P2\LR5,cm2016-01-06.001\P1\P2\LR5,A1,0,0,0,0,0,cm2016-01-06.001
